ID_ATIV_ECON_ESTABELECIMENTO;LATITUDE;LONGITUDE
278619;-199.495.204;-439.210.324
280214;-198.298.634;-439.718.183
280534;-199.177.125;-439.237.725
280837;-199.083.528;-440.182.039
281110;-19.987.539;-43.991.476
276728;-198.406.689;-439.064.383
276734;-199.253.614;-439.067.192
276735;-198.089.576;-440.020.832
277363;-198.908.876;-439.882.582
277673;-199.905.461;-440.136.897
277688;-198.868.278;-439.058.435
279266;-199.383.791;-439.836.077
279590;-199.048.566;-439.905.641
280537;-198.997.037;-439.340.004
280546;-19.898.325;-440.135.755
280554;-198.465.802;-439.432.141
276743;-198.327.904;-439.547.627
276757;-198.700.087;-439.494.833
277060;-199.225.218;-439.363.877
277063;-199.184.402;-439.412.152
278327;-199.048.755;-438.906.112
278342;-199.407.141;-439.342.101
278970;-199.454.938;-439.389.531
279283;-198.988.167;-439.231.518
280559;-199.130.969;-43.967.455
280561;-199.432.796;-439.684.262
280562;-197.962.793;-439.859.266
277403;-199.196.242;-439.595.079
279317;-199.305.952;-439.132.267
280892;-198.985.198;-439.542.585
276785;-199.313.091;-4.393.434
277418;-198.016.865;-43.966.753
278709;-198.236.852;-439.854.988
279007;-198.228.838;-439.865.265
280292;-199.355.416;-440.126.792
280604;-199.274.729;-439.369.863
278396;-198.576.008;-438.713.282
278725;-199.465.348;-440.098.041
279341;-198.893.614;-439.544.632
284730;-199.534.299;-439.929.643
285373;-199.175.757;-439.529.095
281899;-199.675.188;-439.623.811
282527;-19.802.242;-439.769.818
283162;-199.013.779;-438.947.513
284424;-199.201.427;-439.351.021
285071;-199.105.705;-439.972.427
285701;-198.600.719;-439.620.455
285711;-199.942.491;-440.105.506
282245;-199.723.637;-440.211.154
283177;-198.287.613;-439.472.046
283820;-198.475.012;-439.087.654
284768;-198.272.316;-439.652.341
284771;-199.227.122;-439.506.308
285401;-19.886.146;-439.358.775
286236;-200.050.204;-440.077.846
281304;-19.849.952;-438.813.152
282881;-198.695.424;-440.101.534
283198;-199.476.546;-439.891.699
283200;-198.700.667;-439.934.981
283209;-19.920.652;-439.573.186
283517;-199.404.033;-439.311.077
283843;-198.058.315;-439.598.142
284155;-197.995.836;-439.839.528
284464;-198.706.234;-440.014.761
284787;-198.777.482;-439.292.979
285420;-198.126.789;-440.001.608
285434;-198.336.693;-439.908.946
281312;-198.605.868;-438.977.191
281633;-199.507.529;-439.362.411
281640;-199.380.664;-439.150.173
281644;-199.444.892;-439.974.238
281961;-199.248.183;-43.958.775
282278;-198.458.574;-439.771.949
282899;-19.829.365;-440.066.857
283214;-199.476.546;-439.891.699
283852;-19.855.978;-438.997.351
284171;-19.788.692;-439.810.204
284172;-198.786.565;-439.314.508
284174;-199.090.752;-439.968.784
284500;-198.916.605;-439.073.736
285135;-198.124.736;-440.056.805
285453;-199.374.909;-439.703.659
285769;-199.190.366;-439.745.491
281333;-198.455.801;-439.334.679
281650;-198.709.219;-440.145.578
281652;-198.400.936;-439.776.251
281986;-199.601.688;-439.695.414
282304;-198.142.967;-439.922.941
282603;-199.152.906;-439.361.915
283243;-199.931.531;-440.288.807
283553;-199.418.641;-439.825.815
283867;-199.386.769;-439.384.143
283882;-199.083.528;-440.182.039
284510;-199.912.899;-439.657.553
284834;-199.755.032;-440.132.999
285458;-199.048.755;-438.906.112
281668;-199.391.811;-43.903.679
281675;-198.414.871;-439.890.445
282323;-198.603.482;-439.298.685
282951;-199.978.229;-440.245.731
284209;-19.947.728;-43.934.176
284537;-199.268.708;-439.283.606
285169;-199.013.567;-439.700.223
286052;-199.963.441;-43.992.898
281385;-198.464.165;-439.286.337
281391;-199.292.128;-440.176.046
283275;-200.263.148;-440.257.493
283906;-199.429.866;-439.636.656
284548;-197.873.063;-439.768.234
285816;-199.883.049;-440.183.368
281707;-199.755.032;-440.132.999
281712;-199.060.923;-439.631.155
282033;-200.056.774;-440.213.106
282345;-198.832.517;-439.440.571
284561;-198.662.162;-438.968.793
284878;-199.442.459;-44.006.923
284887;-199.391.811;-43.903.679
286105;-199.742.629;-440.499.981
281420;-198.893.581;-439.943.443
281428;-198.298.634;-439.718.183
282682;-198.049.398;-439.350.616
282690;-198.473.473;-439.245.204
282692;-198.194.009;-439.659.906
283317;-199.202.497;-439.210.977
283319;-199.912.953;-44.054.355
283321;-199.183.016;-439.608.778
283960;-199.413.608;-440.180.235
285219;-199.675.188;-439.623.811
285233;-199.574.112;-439.817.923
285550;-198.267.952;-439.259.161
286117;-199.080.791;-439.637.522
286121;-200.115.152;-44.033.157
281440;-198.748.085;-439.174.028
283343;-199.748.859;-439.768.874
283650;-19.911.939;-440.216.898
284614;-200.013.061;-440.257.097
284930;-198.034.997;-439.570.183
285246;-199.441.832;-439.838.821
285874;-199.260.191;-439.371.484
282089;-19.841.498;-438.953.506
282098;-19.898.082;-440.110.814
283039;-199.831.512;-440.519.382
283042;-199.327.013;-439.261.405
283351;-198.210.808;-439.760.171
283367;-199.819.427;-440.167.998
284004;-19.802.365;-439.850.728
284628;-198.796.811;-439.279.013
285260;-19.841.194;-439.437.051
285265;-198.795.456;-439.233.861
285275;-199.162.218;-439.142.033
285591;-198.292.634;-439.770.421
285895;-198.673.856;-439.024.819
282111;-198.909.108;-43.902.689
283056;-198.350.147;-439.194.404
283062;-198.700.087;-439.494.833
283706;-197.993.206;-43.970.254
284020;-199.180.471;-440.227.231
284335;-198.447.802;-439.793.573
284648;-199.207.425;-439.613.139
284970;-199.474.918;-439.354.287
285285;-198.301.301;-439.052.263
285287;-199.755.032;-440.132.999
285602;-19.933.567;-439.732.832
285913;-198.619.349;-439.403.065
286167;-199.342.903;-439.359.366
286183;-19.936.591;-440.028.383
286185;-198.412.697;-438.775.352
281807;-199.368.965;-439.379.093
283074;-198.799.256;-439.174.329
283392;-198.947.585;-439.091.952
283409;-199.292.551;-43.943.238
283713;-19.871.219;-440.088.904
284344;-198.922.904;-439.466.074
284345;-199.375.617;-439.594.066
285618;-19.994.349;-440.167.868
281515;-198.765.417;-43.931.516
282784;-199.978.827;-440.270.056
283730;-199.473.302;-439.544.083
283736;-198.757.047;-439.974.135
283742;-199.182.726;-439.340.936
284688;-199.896.062;-440.274.045
282181;-199.072.087;-438.928.862
282491;-198.678.064;-439.841.875
283113;-199.465.584;-439.832.217
283755;-199.068.141;-439.311.542
284386;-199.426.342;-440.052.835
284389;-199.083.528;-440.182.039
284713;-199.384.292;-439.108.525
285351;-198.313.565;-439.003.081
285665;-199.111.826;-438.789.718
285674;-198.113.398;-439.602.493
282505;-199.092.713;-439.763.048
286332;-199.106.303;-439.404.349
288232;-198.377.238;-439.800.842
287346;-199.024.418;-439.999.351
287349;-198.526.925;-438.839.346
287667;-198.597.636;-439.359.841
286439;-198.768.391;-440.095.381
286762;-198.802.305;-439.198.156
287930;-198.134.152;-439.548.292
287682;-199.129.453;-439.106.968
287690;-199.385.925;-439.266.885
287696;-198.775.142;-439.454.247
286769;-198.151.401;-439.739.755
287015;-198.868.278;-439.058.435
288648;-198.731.344;-440.032.118
288655;-198.162.939;-439.761.626
287383;-199.245.954;-439.486.057
287965;-199.098.448;-43.945.462
288279;-200.049.638;-440.399.045
288762;-199.186.027;-439.453.931
287732;-198.552.819;-439.245.469
287044;-19.944.505;-439.289.323
287058;-199.541.813;-439.590.292
288301;-198.075.614;-439.393.238
288669;-199.426.001;-439.095.769
287423;-199.966.023;-439.706.824
286837;-199.604.082;-439.942.408
286843;-199.614.988;-440.026.847
287999;-199.346.199;-439.339.697
288326;-198.804.048;-439.947.639
288329;-198.010.781;-439.389.577
288335;-198.146.262;-440.035.485
288711;-198.883.315;-439.449.262
286534;-198.945.469;-438.906.132
286854;-199.669.643;-439.597.593
286857;-198.498.949;-438.984.212
286860;-198.413.947;-439.699.155
286865;-199.240.132;-439.997.747
287081;-199.225.218;-439.363.877
287083;-199.217.956;-439.489.858
288020;-198.972.488;-439.936.976
288339;-198.109.124;-439.865.249
288595;-198.130.428;-439.398.471
288602;-19.898.082;-440.110.814
287466;-199.969.523;-440.168.485
286561;-199.298.365;-43.944.978
287108;-19.920.652;-439.573.186
288046;-199.755.422;-440.189.986
288614;-198.008.324;-439.375.687
287492;-198.106.091;-440.003.704
287802;-199.469.379;-439.488.773
288078;-198.939.803;-439.646.119
288645;-198.139.116;-439.475.715
287509;-198.704.767;-440.074.704
287828;-199.829.163;-440.509.329
287832;-199.233.531;-43.939.773
287833;-198.860.741;-43.929.171
287834;-198.192.323;-439.519.494
287835;-199.225.218;-439.363.877
286595;-199.988.957;-440.219.894
288091;-1.995.134;-43.932.485
287518;-199.474.918;-439.354.287
287849;-199.220.057;-439.400.589
287854;-198.870.581;-438.987.082
286938;-199.784.363;-43.998.074
287169;-199.084.384;-439.986.218
288103;-198.757.884;-439.293.954
288424;-199.629.222;-439.882.902
287546;-200.094.508;-440.133.162
286625;-199.586.297;-439.500.656
286962;-198.396.507;-439.312.369
287187;-198.471.137;-439.384.322
288437;-199.148.029;-439.230.373
288456;-198.159.608;-439.632.139
288728;-198.919.746;-438.925.205
288740;-198.238.978;-439.965.192
287876;-19.985.928;-439.998.015
287880;-199.339.842;-44.013.771
286280;-19.911.051;-439.131.594
287207;-198.981.803;-439.313.806
287215;-198.073.556;-440.025.126
288473;-199.905.383;-440.059.833
287585;-199.384.716;-439.342.575
286669;-198.454.441;-439.572.826
286677;-198.970.425;-439.597.044
288160;-198.969.282;-439.919.123
287287;-199.026.513;-440.178.593
287288;-199.426.001;-439.095.769
287614;-19.821.705;-439.909.804
286686;-199.483.596;-43.973.011
286323;-198.707.202;-440.083.552
287248;-199.529.609;-439.657.937
288188;-19.821.705;-439.909.804
288501;-197.870.114;-439.803.405
287314;-199.002.175;-43.987.076
286718;-199.370.906;-439.378.834
289507;-199.072.087;-438.928.862
289511;-198.060.061;-439.857.596
290143;-199.982.772;-440.285.669
289200;-198.565.664;-439.089.006
289209;-19.974.662;-439.798.875
290164;-198.253.176;-439.830.957
290830;-199.800.717;-440.152.729
291249;-198.319.415;-439.455.804
290184;-19.921.325;-439.142.214
291301;-198.402.315;-439.646.801
289876;-198.265.196;-439.785.977
290622;-199.706.665;-439.467.626
291139;-199.184.402;-439.412.152
288953;-198.511.987;-438.861.954
289278;-198.777.482;-439.292.979
290231;-199.902.015;-440.008.435
291181;-198.912.579;-439.056.681
289282;-19.845.876;-439.298.022
289285;-19.924.344;-439.592.689
290238;-199.470.688;-440.040.247
291194;-199.019.132;-440.182.538
288993;-199.040.958;-439.971.808
289621;-198.280.615;-44.007.827
289938;-19.896.584;-439.274.063
289950;-198.432.936;-439.709.108
290919;-199.025.482;-439.694.262
289653;-198.311.418;-43.924.831
289654;-199.520.054;-439.347.917
289970;-198.985.198;-439.542.585
290277;-199.520.894;-439.926.409
290943;-19.806.054;-439.766.528
289029;-198.070.283;-439.804.371
289034;-199.164.141;-439.443.398
290295;-198.130.968;-439.906.394
290298;-198.907.548;-439.413.769
290312;-198.153.559;-439.878.663
291271;-199.270.592;-439.378.035
289374;-198.569.113;-439.288.159
290321;-198.139.929;-43.939.635
290334;-199.727.507;-4.396.518
290982;-199.263.019;-439.118.772
290335;-200.207.375;-440.315.421
291003;-199.522.081;-439.982.611
289078;-198.070.283;-439.804.371
290051;-199.000.218;-439.530.013
290774;-199.534.299;-439.929.643
291009;-198.513.448;-439.019.805
289437;-199.687.109;-439.810.183
289131;-198.379.272;-439.421.426
289447;-19.912.688;-439.698.465
290085;-198.346.925;-439.883.261
290506;-1.993.797;-439.094.469
290513;-19.941.447;-440.199.595
289136;-199.160.378;-43.908.925
289153;-198.110.522;-439.836.709
289787;-198.687.034;-439.080.606
290417;-198.278.779;-440.103.601
290420;-199.520.894;-439.926.409
288842;-198.579.245;-439.389.316
288843;-199.328.638;-439.465.832
288851;-197.887.423;-439.871.876
288853;-198.417.296;-439.293.961
288856;-199.985.795;-440.265.046
289799;-199.175.757;-439.529.095
290441;-199.182.975;-438.815.226
291390;-199.202.887;-439.063.204
291394;-199.042.641;-43.955.319
293246;-198.102.845;-439.547.982
293549;-199.048.566;-439.905.641
292684;-198.945.854;-439.259.692
291467;-198.471.791;-439.383.029
291785;-198.957.492;-439.521.678
291786;-199.435.067;-439.721.211
291795;-199.023.402;-439.580.385
291489;-197.897.345;-439.706.893
293279;-198.645.196;-439.146.612
293604;-199.125.607;-439.177.517
292423;-199.256.994;-439.197.935
291503;-198.782.835;-439.636.998
292980;-199.943.951;-440.294.618
293307;-199.078.801;-439.470.504
292431;-199.750.887;-440.141.023
292435;-198.893.562;-440.075.201
292758;-19.941.426;-439.374.451
292076;-199.527.282;-440.044.981
293013;-200.013.061;-440.257.097
293798;-199.963.386;-440.002.597
292779;-198.232.097;-439.375.535
291558;-199.112.854;-43.895.829
293021;-198.317.133;-439.147.679
293029;-199.070.573;-440.139.173
293033;-200.028.937;-440.238.835
292481;-199.757.611;-440.143.761
292800;-198.782.434;-439.485.154
291565;-199.210.366;-4.395.433
291567;-199.622.733;-439.926.755
293054;-198.416.767;-438.909.597
292814;-198.458.566;-439.086.584
291584;-199.247.161;-439.375.956
293071;-19.854.281;-439.269.992
293382;-199.431.751;-43.994.724
291613;-198.336.348;-439.358.424
291920;-199.160.937;-439.826.992
292147;-19.925.042;-439.728.487
293076;-19.829.365;-440.066.857
293078;-199.814.674;-440.480.572
293655;-1.992.111;-439.854.039
293656;-198.273.928;-439.706.907
293660;-198.090.965;-440.033.378
291625;-198.883.315;-439.449.262
292184;-19.822.649;-440.089.151
293098;-198.911.979;-439.100.501
293681;-199.422.218;-439.766.166
293683;-198.988.684;-439.191.739
292862;-199.346.199;-439.339.697
291973;-198.312.497;-438.867.738
293426;-198.978.001;-43.897.992
291672;-199.743.274;-440.585.528
291983;-199.028.487;-439.496.022
291991;-199.240.132;-439.997.747
291697;-198.936.437;-43.960.116
292229;-2.000.629;-440.100.157
291335;-199.738.605;-43.969.591
292263;-19.801.897;-439.936.776
293186;-1.981.303;-440.005.054
292628;-199.045.284;-440.125.371
291725;-19.820.739;-439.627.163
291726;-199.712.291;-440.163.463
292286;-199.992.334;-440.270.186
293197;-19.952.778;-439.681.449
292336;-198.696.868;-43.973.829
292655;-198.742.124;-439.146.333
291436;-199.610.537;-439.863.943
291748;-199.569.657;-439.742.608
292305;-199.164.141;-439.443.398
293215;-198.090.965;-440.033.378
293225;-198.012.622;-439.579.153
293227;-198.493.327;-439.307.735
293533;-198.337.634;-438.707.894
292356;-199.370.427;-44.019.862
291450;-198.216.424;-438.999.863
291452;-199.390.856;-439.046.397
291775;-2.000.629;-440.100.157
295464;-199.523.014;-440.031.245
295557;-198.808.389;-439.118.618
296099;-198.685.235;-439.941.393
294213;-199.823.448;-440.549.027
294852;-199.356.489;-439.102.774
295151;-199.687.109;-439.810.183
295571;-198.457.828;-439.740.137
295799;-198.281.137;-439.866.742
295803;-199.176.554;-438.875.143
295815;-198.324.661;-43.972.533
293920;-19.936.591;-440.028.383
294234;-198.694.931;-440.028.832
294235;-19.863.783;-43.918.362
294242;-19.907.727;-438.888.788
294559;-199.163.621;-439.244.363
295585;-198.280.842;-4.392.919
295827;-198.984.124;-438.935.395
294581;-199.195.654;-438.737.228
295201;-199.520.894;-439.926.409
293955;-198.097.308;-439.671.844
294297;-198.836.292;-43.927.835
295247;-198.901.001;-440.040.958
295877;-19.925.814;-439.404.836
295895;-199.398.004;-439.817.874
295260;-199.761.545;-440.594.514
295659;-199.743.465;-440.223.826
295660;-199.945.957;-440.153.497
295911;-198.135.607;-439.392.311
294343;-199.037.574;-439.774.063
296228;-199.276.909;-439.570.128
295297;-199.520.962;-439.620.956
295709;-198.556.645;-438.683.007
295955;-199.176.094;-439.024.335
294377;-198.719.031;-43.987.103
294992;-199.159.715;-438.921.433
295309;-198.725.355;-440.098.436
295732;-199.705.459;-439.812.593
295967;-198.122.915;-439.838.671
295973;-199.005.945;-439.999.052
294392;-199.359.974;-439.376.542
294722;-198.704.783;-439.108.606
295368;-199.040.958;-439.971.808
294454;-199.386.192;-439.336.176
295389;-199.225.815;-439.430.243
293859;-198.369.628;-439.677.414
294152;-19.822.566;-43.924.341
294159;-198.968.518;-439.518.153
295405;-19.907.088;-43.922.803
296064;-198.213.298;-438.916.791
293875;-198.401.618;-439.269.311
294182;-198.458.566;-439.086.584
296084;-199.406.547;-439.919.265
294509;-19.929.932;-439.431.301
294521;-198.902.883;-439.678.891
294832;-198.769.475;-439.893.565
295137;-199.810.622;-440.133.834
297333;-199.431.091;-439.936.376
298260;-199.078.542;-439.794.523
298573;-199.259.598;-439.723.795
297704;-19.847.222;-439.171.772
296482;-199.066.409;-439.346.796
296494;-199.085.273;-439.950.467
298268;-198.666.951;-439.197.129
298279;-198.431.757;-43.928.453
297720;-199.386.192;-439.336.176
297721;-199.174.447;-439.776.856
296509;-198.781.525;-439.855.385
297065;-199.390.626;-440.233.368
298300;-198.777.482;-439.292.979
298301;-198.324.661;-43.972.533
297440;-199.347.241;-439.238.122
297753;-198.523.971;-439.322.089
296532;-19.806.055;-439.823.357
297071;-199.042.582;-439.309.329
297086;-199.131.095;-438.983.513
297996;-198.812.596;-439.390.532
298318;-199.875.475;-440.094.094
298326;-199.180.301;-439.323.098
297477;-199.175.757;-439.529.095
298033;-19.809.858;-439.977.215
298354;-198.595.765;-439.457.644
297798;-198.426.492;-439.063.764
297805;-198.732.336;-440.024.171
296895;-199.062.048;-439.804.858
298050;-198.170.971;-439.571.296
298058;-199.038.784;-439.248.108
297512;-199.097.097;-439.646.447
297825;-198.305.936;-439.264.022
297827;-19.914.427;-439.294.294
296922;-198.348.139;-439.170.095
297161;-199.110.427;-439.379.639
298651;-198.402.787;-438.976.415
297533;-199.450.728;-439.402.223
298403;-198.786.565;-439.314.508
298671;-199.220.472;-439.476.699
297557;-198.930.874;-439.695.709
297188;-200.013.989;-439.703.305
297199;-199.515.276;-43.999.353
298429;-199.104.304;-440.242.536
298443;-19.995.629;-439.722.783
298676;-198.618.912;-439.030.874
298682;-199.022.503;-439.337.213
296660;-19.855.913;-439.185.804
296662;-198.260.795;-439.821.302
296985;-199.610.856;-439.916.741
297583;-199.827.731;-439.984.379
297909;-198.354.846;-439.553.743
296992;-198.112.878;-439.685.301
297914;-20.012.323;-440.369.962
297928;-200.047.469;-440.327.122
297011;-199.520.838;-439.571.305
297259;-199.156.115;-439.810.209
298172;-199.505.633;-4.396.682
297937;-200.023.897;-440.327.295
297281;-199.181.113;-439.722.341
296421;-199.011.414;-439.130.703
296359;-19.848.618;-43.895.831
297292;-198.859.112;-439.399.331
297301;-199.121.894;-439.035.359
298540;-19.799.261;-439.557.864
297661;-199.225.815;-439.430.243
297668;-199.089.312;-439.963.705
296377;-199.192.251;-438.826.967
296382;-199.476.068;-439.732.126
296391;-199.276.016;-439.980.597
296470;-198.516.163;-438.824.982
300580;-198.618.211;-439.513.495
298916;-198.735.524;-439.052.915
298929;-198.906.935;-439.391.618
299884;-198.598.602;-43.980.716
300202;-197.952.348;-439.899.464
300597;-199.853.046;-440.385.916
298936;-198.386.299;-439.071.259
299895;-199.269.243;-440.077.246
300211;-199.166.397;-439.185.661
300220;-19.954.359;-439.416.228
301300;-199.525.796;-439.453.908
299916;-198.863.793;-439.098.575
301328;-199.582.161;-439.573.925
299933;-198.177.702;-439.796.422
300241;-199.167.084;-439.734.296
300662;-199.125.029;-439.501.771
300898;-199.227.122;-439.506.308
299006;-198.805.275;-439.848.871
299313;-198.195.909;-439.610.238
299322;-198.209.408;-439.473.867
300674;-199.273.906;-43.936.742
300687;-199.425.797;-439.850.542
300930;-199.132.313;-439.021.259
301218;-198.511.674;-439.389.651
299654;-19.848.293;-438.906.499
300706;-199.184.133;-43.874.813
299032;-198.309.785;-439.364.545
299040;-197.982.641;-439.627.028
299353;-198.080.598;-439.555.534
300316;-199.078.854;-43.971.184
300723;-198.228.838;-439.865.265
300728;-199.129.453;-439.106.968
300954;-198.717.156;-43.952.051
301260;-198.168.614;-439.398.143
299054;-199.687.109;-439.810.183
299687;-199.165.925;-440.012.869
300020;-199.365.832;-439.296.034
300737;-197.995.836;-439.839.528
299078;-199.853.046;-440.385.916
299715;-199.073.155;-439.741.071
300357;-199.112.836;-440.198.855
299420;-199.136.889;-439.529.694
299730;-198.116.024;-439.766.761
299737;-198.195.008;-439.621.802
299738;-199.250.301;-4.393.764
300057;-198.932.888;-439.892.835
300774;-198.742.904;-439.112.589
301018;-199.398.802;-439.101.139
301023;-198.301.681;-439.105.728
299438;-198.447.696;-439.406.908
299445;-199.009.317;-439.568.285
299745;-19.989.226;-439.977.092
299760;-198.209.408;-439.473.867
300802;-199.156.666;-440.041.302
299139;-198.368.144;-439.874.318
299461;-198.597.636;-439.359.841
299766;-198.719.166;-440.127.482
300416;-198.313.985;-43.947.349
300418;-199.823.448;-440.549.027
300419;-197.941.947;-439.642.027
300817;-1.997.684;-440.019.305
301049;-197.942.555;-439.630.998
298837;-198.440.015;-439.502.514
298850;-198.053.656;-439.341.922
299804;-198.336.693;-439.908.946
300423;-198.116.024;-439.766.761
300521;-199.407.141;-439.342.101
301068;-198.210.252;-439.034.805
298855;-199.166.397;-439.185.661
299815;-199.126.521;-438.906.578
300554;-198.441.193;-439.242.894
298873;-199.413.608;-440.180.235
300574;-198.285.648;-439.596.113
299851;-198.922.904;-439.466.074
300175;-198.552.409;-439.584.785
301437;-198.183.805;-439.031.123
303289;-199.326.262;-440.234.107
303600;-199.180.268;-439.755.744
301834;-199.430.446;-439.289.201
302457;-199.755.032;-440.132.999
302758;-198.939.803;-439.646.119
302767;-199.416.382;-439.892.252
301531;-198.809.841;-439.283.326
303324;-200.007.799;-440.267.207
303341;-198.652.063;-439.080.815
302772;-199.167.096;-439.430.659
303345;-20.009.318;-440.130.871
303732;-198.868.278;-439.058.435
303735;-199.894.085;-440.191.609
301570;-198.256.842;-439.288.115
301585;-199.324.514;-439.430.078
301900;-199.920.375;-439.842.469
302125;-199.013.779;-438.947.513
302160;-199.083.652;-439.409.523
302165;-199.389.948;-439.199.694
303097;-198.883.205;-439.571.743
302549;-199.755.032;-440.132.999
302868;-198.107.387;-439.892.922
301630;-199.042.582;-439.309.329
303451;-199.284.944;-439.594.694
303454;-198.751.255;-439.400.012
302892;-199.077.825;-439.270.198
302226;-199.997.617;-440.302.851
303150;-199.041.452;-439.564.083
301689;-199.867.384;-440.077.378
301690;-199.867.384;-440.077.378
302245;-199.137.146;-439.289.182
303491;-199.125.501;-439.482.191
303497;-198.535.695;-439.180.576
302945;-19.935.256;-439.997.764
303187;-198.916.887;-439.083.866
303503;-198.305.644;-438.870.842
302649;-199.341.541;-439.461.057
302284;-199.312.907;-439.631.914
303206;-199.119.352;-439.795.723
303522;-199.139.798;-439.404.851
301758;-200.045.756;-440.109.862
301759;-198.645.104;-439.069.992
303542;-199.298.365;-43.944.978
303553;-199.231.425;-439.577.476
302330;-199.156.482;-43.902.459
302396;-199.489.786;-439.992.343
302710;-200.017.966;-440.101.322
302353;-198.397.421;-439.121.549
303270;-198.511.218;-438.992.687
303281;-19.881.891;-439.488.442
301820;-198.432.783;-439.147.562
305523;-198.606.932;-439.032.308
305524;-199.916.302;-44.024.244
303951;-199.218.418;-439.462.421
305628;-198.209.408;-439.473.867
306180;-199.943.951;-440.294.618
305871;-199.983.722;-4.402.238
305874;-199.094.427;-439.061.369
305875;-198.833.203;-440.061.879
303989;-198.963.904;-439.935.456
304009;-198.997.037;-439.340.004
304338;-19.838.851;-439.147.321
304642;-198.008.614;-439.432.505
304648;-199.156.678;-438.844.583
304964;-198.533.026;-439.280.936
305927;-19.907.447;-439.970.347
305706;-198.981.868;-439.964.094
305932;-199.510.696;-439.457.042
306222;-199.649.659;-439.595.121
304683;-198.600.719;-439.620.455
305318;-198.893.581;-439.943.443
305320;-198.594.951;-439.781.909
305954;-198.294.709;-439.882.696
305958;-198.798.637;-439.120.113
304389;-199.581.626;-439.570.934
305013;-198.948.468;-440.181.144
305026;-197.849.284;-43.975.715
305984;-199.367.754;-439.365.444
306267;-198.848.173;-43.944.413
304740;-199.284.592;-439.808.395
306323;-199.180.895;-438.843.208
306328;-198.262.397;-439.487.428
304141;-198.821.932;-439.932.124
304448;-197.897.345;-439.706.893
304449;-199.448.313;-439.505.883
305397;-19.924.344;-439.592.689
305793;-198.784.401;-439.324.872
306034;-199.159.172;-439.004.614
306037;-199.746.598;-439.769.735
304475;-198.107.335;-439.917.942
306220;-199.167.419;-43.932.403
306221;-198.981.774;-44.004.656
304486;-198.232.097;-439.375.535
303872;-199.187.298;-439.880.662
304189;-198.811.352;-439.191.717
304505;-199.822.231;-439.993.706
304829;-197.990.473;-439.959.775
305137;-198.928.919;-439.690.395
305144;-198.705.456;-439.762.386
303895;-19.799.072;-439.684.808
304214;-199.143.593;-438.811.089
304842;-198.728.239;-440.169.761
305159;-199.050.648;-439.498.811
306110;-198.010.781;-439.389.577
304228;-198.727.877;-439.304.523
304557;-198.809.841;-439.283.326
305575;-200.096.236;-440.189.896
305576;-197.926.424;-439.835.433
303927;-198.031.521;-439.758.528
303934;-198.481.696;-439.076.606
303943;-198.895.833;-439.655.375
305190;-200.196.727;-440.331.137
305510;-198.305.782;-438.969.419
306435;-199.052.555;-43.939.617
308294;-199.013.002;-438.873.601
308296;-199.075.268;-440.112.432
308304;-199.639.062;-43.974.888
307735;-198.066.757;-439.680.013
306849;-198.598.884;-439.211.202
308311;-200.015.682;-440.245.011
306852;-199.519.327;-439.541.869
308331;-198.840.756;-439.846.537
308653;-19.819.248;-439.881.405
306563;-198.909.765;-438.903.113
306569;-199.160.793;-439.155.894
306880;-200.080.947;-440.130.225
308038;-198.447.802;-439.793.573
308746;-199.011.159;-440.018.183
307797;-199.142.953;-439.886.957
308061;-199.101.502;-438.806.155
308839;-198.182.833;-439.854.839
306920;-198.845.253;-439.195.561
306921;-199.563.204;-43.997.972
308772;-199.186.529;-43.955.059
308097;-198.272.316;-439.652.341
308412;-19.913.254;-439.719.321
307223;-199.011.599;-439.966.377
308134;-198.546.147;-439.529.184
308141;-199.142.953;-439.886.957
308715;-199.390.097;-439.348.248
308717;-199.398.356;-439.316.268
306677;-198.305.644;-438.870.842
306995;-197.980.765;-439.753.714
307603;-200.096.141;-440.355.837
307606;-198.938.411;-439.020.736
307923;-199.125.535;-439.541.194
308181;-198.158.746;-440.048.814
308500;-199.957.216;-439.971.997
307028;-199.144.242;-438.801.263
308521;-198.893.687;-439.301.428
308522;-199.318.138;-439.401.656
307964;-199.386.085;-439.442.064
307965;-199.386.497;-439.388.946
307066;-198.981.574;-439.787.893
308528;-19.921.095;-439.869.816
308532;-199.629.395;-439.932.718
308827;-198.000.312;-439.457.972
307975;-198.316.642;-43.976.161
307976;-199.580.285;-440.089.687
307984;-199.444.892;-439.974.238
306755;-200.071.796;-440.142.232
307317;-199.963.315;-439.845.336
308240;-198.049.241;-439.556.371
308560;-199.174.322;-440.082.047
308664;-198.633.865;-439.501.186
307674;-198.116.687;-439.540.574
306784;-199.201.138;-439.311.236
306397;-1.993.797;-439.094.469
307326;-199.177.909;-439.691.324
307395;-198.612.876;-439.362.088
307400;-198.396.271;-439.324.978
306484;-199.097.724;-440.246.137
306486;-199.115.353;-439.378.451
307355;-198.183.805;-439.031.123
307404;-197.902.602;-439.819.019
307726;-199.784.363;-43.998.074
306819;-199.061.081;-439.476.244
310610;-199.649.659;-439.595.121
310624;-198.688.255;-439.857.917
311169;-199.838.148;-440.511.721
308979;-198.458.167;-439.834.712
309601;-199.150.821;-440.254.291
309609;-198.782.434;-439.485.154
309922;-199.604.381;-439.506.907
310236;-198.533.026;-439.280.936
308988;-19.919.388;-440.255.125
310246;-198.936.437;-43.960.116
310255;-199.398.984;-439.318.961
310901;-198.356.142;-438.865.091
